-3,-1
-1,0
0,-1
-1,1
1,12
12,17
17,10
10,9
9,6
6,1
1,-24
-24,-36
-36,-38
-38,-46
-46,-51
-51,-47
-47,-41
-41,-34
-34,-50
-50,-56
-56,-54
-54,-47
-47,-45
-45,-45
-45,-48
-48,-53
-53,-53
-53,-51
-51,-51
-51,-46
-46,-43
-43,-49
-49,-55
-55,-60
-60,-59
-59,-53
-53,-44
-44,-37
-37,-38
-38,-35
-35,-34
-34,-35
-35,-33
-33,-31
-31,-31
-31,-29
-29,-25
-25,-21
